Startup Name,Founded Year,Country,Industry,Funding Stage,Total Funding ($M),Number of Employees,Annual Revenue ($M),Valuation ($B),Success Score,Acquired?,IPO?,Customer Base (Millions),Tech Stack,Social Media Followers
Startup_231,2006,Canada,Energy,Series B,48.0,2575,259.0,31.17,2,No,No,95.0,"C++, ML",3512786
Startup_232,2015,Australia,Tech,IPO,424.0,3254,282.0,37.23,5,Yes,No,54.0,"Java, Spring",665782
Startup_233,2022,France,Logistics,Series C,486.0,3438,882.0,28.15,7,No,Yes,79.0,"Node.js, React",1027290
Startup_234,2011,China,Logistics,Series A,340.0,2399,813.0,14.98,7,Yes,No,53.0,"Python, AI",415054
Startup_235,2001,India,Logistics,IPO,133.0,1088,463.0,10.13,7,No,Yes,86.0,"Java, Spring",4855663
Startup_236,2013,Japan,Tech,Series C,392.0,2188,955.0,28.58,2,Yes,No,2.0,"C++, ML",4298859
Startup_237,2004,Brazil,Energy,Series A,496.0,2776,611.0,42.66,1,No,No,21.0,"Node.js, React",2324013
Startup_238,2013,Japan,AI,Series B,252.0,465,499.0,15.4,8,Yes,Yes,32.0,"Python, AI",2347044
Startup_239,2013,Canada,Tech,Seed,295.0,2445,345.0,35.51,8,No,No,14.0,"Python, AI",226401
Startup_240,2014,Japan,Energy,Seed,213.0,4413,413.0,48.19,5,Yes,Yes,80.0,"Java, Spring",2789394
Startup_241,2022,Canada,AI,IPO,259.0,3342,841.0,2.56,5,No,No,49.0,"PHP, Laravel",4894321
Startup_242,2005,Germany,Healthcare,Series A,104.0,4328,13.0,36.6,8,Yes,Yes,68.0,"Python, AI",3322563
Startup_243,2004,UK,FoodTech,Series C,167.0,3096,889.0,20.47,9,No,No,20.0,"Python, AI",573562
Startup_244,2005,France,FoodTech,Series A,426.0,4039,376.0,29.84,8,No,Yes,48.0,"C++, ML",45654
Startup_245,2005,China,Tech,IPO,242.0,2751,987.0,47.13,6,Yes,No,4.0,"PHP, Laravel",665542
Startup_246,2016,USA,EdTech,IPO,67.0,3198,948.0,44.99,7,No,Yes,64.0,"C++, ML",383740
Startup_247,2016,China,AI,Seed,322.0,3647,91.0,24.8,5,No,No,46.0,"C++, ML",2611218
Startup_248,2002,UK,Healthcare,IPO,445.0,1491,722.0,7.57,4,No,Yes,64.0,"Node.js, React",4162941
Startup_249,2019,India,FinTech,IPO,288.0,1166,290.0,29.29,2,No,No,36.0,"Java, Spring",3483036
Startup_250,2016,Australia,EdTech,Series C,230.0,2148,354.0,6.07,3,Yes,Yes,6.0,"Node.js, React",2619135
Startup_251,2010,Australia,FinTech,Series A,255.0,4390,905.0,43.4,1,No,Yes,85.0,"Node.js, React",3108572
Startup_252,2021,China,E-commerce,Seed,46.0,4897,623.0,16.54,6,Yes,No,18.0,"PHP, Laravel",3875783
Startup_253,2022,France,FoodTech,Series C,90.0,4583,12.0,12.96,5,Yes,No,75.0,"C++, ML",2991547
Startup_254,2011,Germany,AI,Series C,410.0,4035,965.0,36.49,8,No,Yes,76.0,"PHP, Laravel",4547008
Startup_255,2008,USA,AI,Series A,341.0,3257,851.0,21.26,8,Yes,No,61.0,"C++, ML",2619881
Startup_256,2020,India,EdTech,Seed,291.0,3452,270.0,1.04,5,No,Yes,72.0,"Java, Spring",891662
Startup_257,2018,France,AI,Series A,323.0,3030,396.0,40.84,4,Yes,No,87.0,"Node.js, React",316411
Startup_258,2018,France,Logistics,IPO,454.0,1013,906.0,17.11,3,No,No,24.0,"Python, AI",1132894
Startup_259,2015,Japan,Gaming,Series B,6.0,420,578.0,2.65,2,Yes,No,54.0,"Python, AI",1503394
Startup_260,2013,UK,AI,Series C,69.0,3296,433.0,3.08,4,Yes,No,76.0,"PHP, Laravel",3292460
Startup_261,2001,Germany,Healthcare,IPO,492.0,915,251.0,1.55,2,Yes,Yes,17.0,"C++, ML",1372528
Startup_262,2009,France,FinTech,Seed,181.0,1969,910.0,47.44,8,No,No,27.0,"C++, ML",3763895
Startup_263,2000,UK,Logistics,Seed,359.0,4576,105.0,29.94,2,No,Yes,61.0,"PHP, Laravel",1114955
Startup_264,2019,India,Logistics,Series A,422.0,2243,436.0,11.42,4,Yes,Yes,11.0,"Python, AI",1448679
Startup_265,2008,Germany,Tech,Series B,142.0,4608,480.0,12.4,8,Yes,Yes,86.0,"Python, AI",4007143
Startup_266,2008,Brazil,Healthcare,Seed,453.0,937,534.0,31.08,9,Yes,Yes,19.0,"Python, AI",3761179
Startup_267,2002,Canada,Healthcare,Series A,361.0,1815,2.0,11.26,8,Yes,Yes,8.0,"C++, ML",1113956
Startup_268,2009,Australia,Logistics,Series A,366.0,3713,230.0,28.51,7,No,Yes,90.0,"PHP, Laravel",3760245
Startup_269,2010,France,Logistics,IPO,189.0,3689,9.0,11.96,5,Yes,No,28.0,"Java, Spring",1483221
Startup_270,2019,Japan,AI,Series A,316.0,2939,905.0,43.47,7,No,Yes,68.0,"PHP, Laravel",2321436
Startup_271,2008,France,Healthcare,Series A,40.0,3519,973.0,7.57,8,Yes,No,24.0,"Node.js, React",926667
Startup_272,2003,UK,Logistics,Seed,399.0,4261,625.0,22.75,7,Yes,Yes,96.0,"Python, AI",4816945
Startup_273,2014,France,FinTech,IPO,414.0,2635,339.0,38.11,2,Yes,No,48.0,"Java, Spring",4306617
Startup_274,2001,Brazil,Gaming,Series A,333.0,1624,589.0,42.02,2,Yes,Yes,10.0,"Python, AI",2750098
Startup_275,2015,India,FinTech,Seed,403.0,2431,608.0,36.14,9,No,Yes,32.0,"C++, ML",2888069
Startup_276,2001,USA,Logistics,Series A,167.0,4280,415.0,36.5,3,No,No,36.0,"Python, AI",760631
Startup_277,2014,Canada,FinTech,Series B,35.0,4706,787.0,32.6,9,Yes,Yes,58.0,"Node.js, React",2116684
Startup_278,2012,USA,Gaming,Series A,267.0,4060,248.0,8.91,1,No,No,61.0,"Java, Spring",1152124
Startup_279,2020,France,Logistics,Series C,253.0,2835,468.0,40.37,9,No,No,20.0,"C++, ML",1354264
Startup_280,2016,USA,Energy,Series C,347.0,900,80.0,27.17,8,Yes,No,95.0,"Python, AI",3389812
Startup_281,2012,China,Logistics,IPO,55.0,4313,151.0,46.53,8,No,Yes,5.0,"C++, ML",3260704
Startup_282,2014,Germany,Healthcare,Series C,290.0,3779,799.0,20.54,3,No,No,63.0,"Java, Spring",3571730
Startup_283,2002,Japan,Gaming,Seed,133.0,4021,691.0,29.11,6,Yes,Yes,65.0,"PHP, Laravel",3560216
Startup_284,2002,USA,FinTech,IPO,73.0,563,192.0,20.34,8,Yes,Yes,28.0,"PHP, Laravel",3498671
Startup_285,2015,Australia,Gaming,Series B,227.0,4343,652.0,1.99,2,Yes,No,12.0,"C++, ML",4830641
Startup_286,2004,UK,Tech,Series A,343.0,4100,274.0,8.92,1,Yes,Yes,23.0,"C++, ML",2754016
Startup_287,2008,UK,Tech,Series C,349.0,684,62.0,16.15,8,Yes,Yes,80.0,"C++, ML",2064978
Startup_288,2001,Germany,AI,Seed,484.0,2867,464.0,36.08,9,Yes,Yes,18.0,"Python, AI",841088
Startup_289,2014,Germany,FinTech,Series C,271.0,4413,593.0,10.8,6,Yes,Yes,76.0,"Node.js, React",2847889
Startup_290,2009,Japan,Energy,Series B,262.0,2273,945.0,28.1,3,No,Yes,94.0,"PHP, Laravel",2611381
Startup_291,2011,UK,Energy,Seed,377.0,4025,342.0,10.68,2,No,No,87.0,"Node.js, React",3307912
Startup_292,2002,India,Energy,Series B,358.0,448,744.0,16.92,9,No,No,58.0,"PHP, Laravel",2685432
Startup_293,2001,Canada,Logistics,IPO,333.0,4596,481.0,13.75,9,No,Yes,30.0,"Node.js, React",3282541
Startup_294,2017,UK,Healthcare,IPO,99.0,1355,372.0,33.38,3,No,No,37.0,"Java, Spring",4986307
Startup_295,2008,Brazil,Healthcare,Series C,396.0,4263,93.0,34.93,7,No,No,33.0,"Python, AI",4901996
Startup_296,2009,USA,FinTech,Seed,117.0,976,708.0,4.31,8,Yes,Yes,2.0,"C++, ML",483007
Startup_297,2013,Canada,Gaming,Series A,314.0,3303,421.0,5.63,3,Yes,No,49.0,"Python, AI",682424
Startup_298,2022,Australia,AI,Series C,26.0,3411,404.0,22.52,8,No,Yes,55.0,"C++, ML",2223381
Startup_299,2007,Germany,FoodTech,IPO,8.0,1418,554.0,11.44,7,Yes,No,45.0,"Node.js, React",112276
Startup_300,2012,India,Healthcare,Series C,343.0,4826,126.0,42.73,3,No,Yes,44.0,"Python, AI",2387935
Startup_301,2010,Australia,Energy,IPO,109.0,782,166.0,19.6,3,Yes,No,12.0,"Node.js, React",3926840
Startup_302,2004,USA,Healthcare,IPO,8.0,2342,549.0,45.13,1,Yes,No,89.0,"C++, ML",4319629
Startup_303,2018,Japan,E-commerce,Seed,270.0,3049,501.0,36.28,5,Yes,No,34.0,"C++, ML",1137394
Startup_304,2001,Australia,FinTech,Series A,348.0,2749,228.0,22.4,7,Yes,Yes,57.0,"Java, Spring",2917349
Startup_305,2013,China,EdTech,Series B,372.0,4939,98.0,12.46,9,Yes,Yes,29.0,"PHP, Laravel",990889
Startup_306,2014,Japan,Gaming,Series B,416.0,3325,794.0,43.43,1,Yes,No,30.0,"Node.js, React",3789600
Startup_307,2016,Australia,FinTech,Series C,148.0,2572,263.0,25.01,6,Yes,Yes,46.0,"Node.js, React",2982632
Startup_308,2015,India,FinTech,Series B,402.0,2198,912.0,11.49,5,Yes,Yes,82.0,"PHP, Laravel",4924742
Startup_309,2017,Japan,Energy,Series A,435.0,53,78.0,28.33,2,No,Yes,36.0,"PHP, Laravel",793895
Startup_310,2016,Australia,Gaming,Series A,85.0,4800,172.0,14.09,4,No,Yes,28.0,"PHP, Laravel",1858931
Startup_311,2021,India,EdTech,Series B,158.0,55,652.0,34.18,5,Yes,Yes,43.0,"C++, ML",3344943
Startup_312,2011,Japan,Healthcare,Seed,136.0,2066,560.0,37.29,1,Yes,No,64.0,"PHP, Laravel",3797867
Startup_313,2000,Japan,Logistics,Series C,478.0,3921,496.0,13.39,5,No,Yes,95.0,"PHP, Laravel",3328503
Startup_314,2008,USA,Gaming,Seed,303.0,2904,275.0,10.25,3,No,No,11.0,"PHP, Laravel",1949316
Startup_315,2002,France,FinTech,Series A,190.0,678,846.0,4.29,2,No,No,10.0,"PHP, Laravel",2301315
Startup_316,2022,Germany,EdTech,Series B,419.0,2599,115.0,38.85,1,Yes,Yes,99.0,"C++, ML",3773031
Startup_317,2008,France,Energy,Series C,225.0,3516,747.0,4.03,6,Yes,No,49.0,"Python, AI",4989570
Startup_318,2020,Australia,Tech,Seed,162.0,4763,201.0,37.81,8,No,Yes,43.0,"Node.js, React",2456025
Startup_319,2010,India,Gaming,Series A,282.0,194,80.0,10.17,9,Yes,No,50.0,"PHP, Laravel",4608500
Startup_320,2016,USA,Energy,Series C,3.0,3833,227.0,27.28,7,No,No,94.0,"Python, AI",4684497
Startup_321,2006,Canada,AI,Series B,413.0,767,94.0,14.6,5,Yes,Yes,76.0,"C++, ML",1366540
Startup_322,2021,China,Energy,Series B,233.0,2590,625.0,29.01,3,No,No,14.0,"C++, ML",4397083
Startup_323,2020,Canada,AI,Series A,124.0,1045,947.0,45.05,5,Yes,No,93.0,"Python, AI",801676
Startup_324,2002,India,E-commerce,Series A,352.0,1531,261.0,31.33,7,No,Yes,36.0,"Node.js, React",4138196
Startup_325,2020,India,FoodTech,IPO,34.0,329,647.0,19.42,5,No,No,72.0,"Node.js, React",871560
Startup_326,2020,UK,E-commerce,IPO,93.0,400,596.0,5.15,7,Yes,Yes,15.0,"Java, Spring",1541665
Startup_327,2022,China,Tech,Series B,158.0,1490,381.0,28.6,3,No,Yes,24.0,"Node.js, React",4789791
Startup_328,2015,Germany,AI,Series A,260.0,694,580.0,49.13,4,Yes,Yes,16.0,"C++, ML",306004
Startup_329,2021,China,FinTech,IPO,210.0,2889,516.0,41.99,1,Yes,Yes,27.0,"Python, AI",4678754
Startup_330,2015,Germany,FoodTech,IPO,481.0,285,837.0,30.5,2,No,Yes,49.0,"Python, AI",583856
Startup_331,2010,Japan,E-commerce,Series A,461.0,4552,428.0,1.4,9,No,No,23.0,"Node.js, React",4284346
Startup_332,2017,Brazil,EdTech,Series C,260.0,3839,439.0,16.99,1,Yes,No,34.0,"Python, AI",1814605
Startup_333,2004,Canada,FoodTech,IPO,129.0,4666,858.0,20.3,2,No,Yes,63.0,"Node.js, React",439094
Startup_334,2002,Brazil,Gaming,Series A,327.0,26,129.0,26.99,3,Yes,No,31.0,"Node.js, React",3953320
Startup_335,2007,India,EdTech,Seed,131.0,4043,282.0,28.51,6,No,No,62.0,"Node.js, React",3224595
Startup_336,2005,Canada,E-commerce,IPO,186.0,1763,466.0,13.02,4,No,Yes,63.0,"C++, ML",3699289
Startup_337,2006,Brazil,FinTech,Series C,107.0,4458,507.0,11.09,4,No,Yes,4.0,"PHP, Laravel",3025436
Startup_338,2002,France,FinTech,Series A,82.0,1205,366.0,1.49,1,Yes,No,21.0,"PHP, Laravel",1582532
Startup_339,2011,Brazil,E-commerce,Series A,257.0,4889,148.0,37.56,7,No,Yes,71.0,"PHP, Laravel",1638084
Startup_340,2021,UK,Energy,IPO,471.0,1727,433.0,23.69,3,Yes,No,3.0,"PHP, Laravel",1883020
Startup_341,2006,Brazil,FoodTech,Seed,363.0,1636,839.0,44.1,2,No,No,27.0,"C++, ML",2033928
Startup_342,2005,France,Gaming,IPO,163.0,4977,402.0,36.86,9,No,Yes,42.0,"PHP, Laravel",2856317
Startup_343,2004,China,EdTech,IPO,264.0,2039,3.0,2.5,7,No,Yes,33.0,"C++, ML",1405255
Startup_344,2004,UK,Healthcare,IPO,14.0,1273,36.0,48.42,5,Yes,No,82.0,"Node.js, React",616016
Startup_345,2000,France,E-commerce,IPO,14.0,2405,272.0,46.32,1,No,Yes,77.0,"C++, ML",1426724
Startup_346,2018,Brazil,Energy,Seed,327.0,2068,200.0,13.57,1,No,No,78.0,"Node.js, React",2373216
Startup_347,2018,USA,Energy,Series B,358.0,3914,677.0,23.3,4,No,No,30.0,"Python, AI",879636
Startup_348,2013,Canada,FoodTech,Seed,248.0,941,442.0,46.11,8,Yes,No,63.0,"Python, AI",3933317
Startup_349,2003,Australia,Energy,Series B,76.0,1583,252.0,33.98,4,Yes,Yes,44.0,"PHP, Laravel",2796652
Startup_350,2013,Germany,Logistics,Seed,99.0,2535,887.0,41.19,3,Yes,Yes,10.0,"Python, AI",819943
Startup_351,2015,China,Tech,IPO,91.0,4975,680.0,17.09,2,No,No,10.0,"Node.js, React",3835616
Startup_352,2001,India,FinTech,Series C,241.0,3376,241.0,21.3,4,No,Yes,84.0,"Python, AI",3212680
Startup_353,2012,India,FinTech,Seed,476.0,321,241.0,2.13,4,Yes,Yes,51.0,"PHP, Laravel",4399816
Startup_354,2017,Germany,FinTech,Seed,465.0,2733,536.0,24.03,4,Yes,Yes,56.0,"Node.js, React",3957009
Startup_355,2018,France,EdTech,Seed,374.0,1058,118.0,38.57,6,Yes,Yes,44.0,"Java, Spring",2993599
Startup_356,2013,USA,FinTech,Seed,65.0,2813,474.0,23.89,4,Yes,Yes,97.0,"Java, Spring",146847
Startup_357,2014,China,Energy,Series A,399.0,4231,277.0,45.4,8,Yes,No,69.0,"C++, ML",1280316
Startup_358,2003,UK,AI,Seed,138.0,1582,92.0,20.89,9,Yes,No,3.0,"Node.js, React",4277587
Startup_359,2015,India,Gaming,Series B,166.0,3556,350.0,16.28,8,Yes,No,16.0,"Node.js, React",2506865
Startup_360,2004,Japan,Gaming,Seed,238.0,2403,187.0,1.34,3,No,Yes,23.0,"Node.js, React",279098
Startup_361,2004,Australia,Gaming,Series C,105.0,4196,960.0,48.53,8,No,No,49.0,"Node.js, React",4354259
Startup_362,2018,Germany,EdTech,Series A,363.0,2007,952.0,0.61,5,No,Yes,94.0,"Node.js, React",27367
Startup_363,2001,Australia,Tech,IPO,75.0,436,375.0,2.13,2,Yes,Yes,14.0,"C++, ML",1078308
Startup_364,2003,Australia,EdTech,Series C,345.0,12,434.0,49.71,5,Yes,No,71.0,"C++, ML",4695646
Startup_365,2020,USA,EdTech,Seed,434.0,2465,514.0,8.32,8,No,Yes,9.0,"Node.js, React",1971001
Startup_366,2015,Japan,EdTech,Series B,482.0,1903,643.0,47.58,5,Yes,No,68.0,"Node.js, React",2669171
Startup_367,2020,USA,E-commerce,Seed,94.0,4942,666.0,25.08,4,No,No,97.0,"C++, ML",3101741
Startup_368,2019,Australia,EdTech,Series B,389.0,3776,311.0,4.15,9,Yes,Yes,99.0,"C++, ML",597219
Startup_369,2003,UK,Healthcare,IPO,113.0,4470,133.0,48.17,1,No,Yes,82.0,"PHP, Laravel",3458988
Startup_370,2015,Canada,Energy,Series C,443.0,4086,914.0,18.36,6,No,No,41.0,"Python, AI",3173678
Startup_371,2005,Japan,FoodTech,Series C,43.0,2358,770.0,19.33,1,No,No,39.0,"Node.js, React",1891073
Startup_372,2008,Canada,Energy,Seed,7.0,622,674.0,39.51,2,No,No,10.0,"C++, ML",2307012
Startup_373,2002,Canada,Energy,Series A,404.0,3768,146.0,48.58,6,No,Yes,34.0,"Python, AI",4930978
Startup_374,2020,India,E-commerce,Series A,477.0,444,187.0,46.12,4,No,No,91.0,"Python, AI",2842198
Startup_375,2015,Australia,AI,Series C,144.0,2935,520.0,11.17,5,No,No,57.0,"C++, ML",125038
Startup_376,2010,Australia,Logistics,Series A,376.0,3460,511.0,4.55,3,No,Yes,12.0,"Java, Spring",2858830
Startup_377,2010,China,Gaming,Series B,484.0,717,979.0,44.49,9,No,No,44.0,"Python, AI",3074084
Startup_378,2000,China,EdTech,Seed,3.0,3065,51.0,19.16,8,Yes,No,84.0,"C++, ML",4995986
Startup_379,2013,Germany,Healthcare,IPO,56.0,2481,159.0,8.53,3,Yes,Yes,14.0,"Node.js, React",3996735
Startup_380,2009,Germany,Gaming,IPO,64.0,3598,310.0,49.53,1,Yes,No,74.0,"Python, AI",4345725
Startup_381,2022,Japan,E-commerce,Series A,317.0,1033,838.0,15.3,3,Yes,Yes,11.0,"C++, ML",356552
Startup_382,2001,India,EdTech,Series B,153.0,386,76.0,23.88,6,Yes,No,64.0,"PHP, Laravel",1292139
Startup_383,2013,Brazil,Gaming,IPO,212.0,1981,107.0,31.7,3,Yes,No,11.0,"C++, ML",3257972
Startup_384,2004,USA,EdTech,IPO,117.0,2805,812.0,10.23,2,Yes,No,39.0,"C++, ML",3325176
Startup_385,2005,UK,FinTech,Series C,223.0,4845,555.0,18.19,4,No,Yes,64.0,"PHP, Laravel",2183861
Startup_386,2010,France,E-commerce,IPO,23.0,4758,888.0,12.83,7,No,No,35.0,"Java, Spring",4976136
Startup_387,2008,Germany,E-commerce,Series B,75.0,331,897.0,10.35,5,Yes,No,93.0,"Python, AI",3974736
Startup_388,2014,Japan,Tech,Series B,99.0,4965,416.0,26.69,4,Yes,No,66.0,"Python, AI",4661516
Startup_389,2022,Brazil,Gaming,Series C,456.0,2450,359.0,13.44,7,Yes,No,37.0,"Java, Spring",1204818
Startup_390,2014,Brazil,Gaming,Seed,135.0,1177,7.0,49.47,1,No,No,92.0,"PHP, Laravel",1637630
Startup_391,2009,France,AI,IPO,381.0,3573,109.0,47.5,2,Yes,No,7.0,"Java, Spring",912702
Startup_392,2001,Japan,FinTech,Series A,422.0,3177,261.0,4.37,7,No,No,78.0,"Java, Spring",484716
Startup_393,2016,India,AI,Seed,92.0,4207,326.0,26.46,7,Yes,Yes,62.0,"Python, AI",1912974
Startup_394,2001,UK,E-commerce,Series A,269.0,2368,668.0,46.4,1,Yes,Yes,92.0,"Java, Spring",3683495
Startup_395,2015,USA,AI,Seed,8.0,1599,962.0,3.57,9,No,No,46.0,"Node.js, React",2169619
Startup_396,2020,China,AI,Series C,268.0,4621,547.0,25.56,5,Yes,No,93.0,"Node.js, React",1767573
Startup_397,2004,Australia,FinTech,IPO,324.0,3149,719.0,14.97,4,Yes,No,4.0,"Java, Spring",445137
Startup_398,2022,Brazil,Logistics,Seed,242.0,4649,799.0,1.29,9,Yes,No,94.0,"Node.js, React",69777
Startup_399,2014,USA,Tech,Series B,23.0,2375,919.0,21.49,6,No,Yes,6.0,"C++, ML",2485849
Startup_400,2013,UK,FoodTech,Seed,241.0,4779,470.0,10.68,9,No,Yes,85.0,"Node.js, React",4857999
Startup_401,2007,Japan,FoodTech,IPO,134.0,4135,188.0,7.03,8,Yes,Yes,79.0,"Java, Spring",3573186
Startup_402,2003,China,Healthcare,Series B,142.0,153,998.0,11.99,6,Yes,Yes,81.0,"Python, AI",3689462
Startup_403,2004,UK,Logistics,Seed,69.0,2931,900.0,30.76,5,No,Yes,60.0,"Node.js, React",3599373
Startup_404,2013,Germany,Tech,IPO,355.0,2348,613.0,38.01,7,No,No,7.0,"Node.js, React",491092
Startup_405,2015,Germany,FoodTech,IPO,218.0,1081,379.0,21.33,5,Yes,Yes,98.0,"PHP, Laravel",3948306
Startup_406,2008,USA,Gaming,IPO,320.0,4970,391.0,32.94,7,Yes,Yes,68.0,"Java, Spring",4920278
Startup_407,2000,Japan,EdTech,Series C,147.0,2042,25.0,7.99,5,No,Yes,49.0,"Java, Spring",4320282
Startup_408,2008,UK,Tech,Series B,399.0,4124,206.0,45.68,8,Yes,Yes,48.0,"Python, AI",764257
Startup_409,2005,Japan,Healthcare,Series C,484.0,2999,922.0,45.38,4,Yes,No,94.0,"Java, Spring",1444158
Startup_410,2015,USA,FinTech,Seed,298.0,1933,839.0,20.7,9,Yes,Yes,2.0,"Java, Spring",4093141
Startup_411,2022,Canada,Logistics,Series B,210.0,2859,472.0,35.92,7,No,No,39.0,"Node.js, React",4324489
Startup_412,2010,Canada,AI,Seed,247.0,675,981.0,27.66,3,Yes,Yes,33.0,"Python, AI",1127400
Startup_413,2009,Brazil,Tech,Series C,306.0,1338,58.0,13.36,3,Yes,Yes,98.0,"Node.js, React",1523360
Startup_414,2003,Australia,E-commerce,Seed,19.0,2167,172.0,5.96,1,No,Yes,53.0,"Node.js, React",2858373
Startup_415,2021,USA,EdTech,Series B,289.0,1313,921.0,40.9,9,No,Yes,72.0,"C++, ML",4418377
Startup_416,2018,France,AI,IPO,399.0,2701,966.0,17.46,5,Yes,Yes,55.0,"Java, Spring",2239973
Startup_417,2004,India,AI,IPO,293.0,3133,609.0,42.92,2,Yes,Yes,56.0,"Python, AI",313357
Startup_418,2009,Australia,EdTech,Series B,242.0,3221,739.0,14.75,6,No,Yes,73.0,"Python, AI",4526306
Startup_419,2007,Japan,FoodTech,IPO,457.0,1724,486.0,22.14,4,No,Yes,9.0,"Python, AI",4972535
Startup_420,2018,Germany,Energy,Series C,177.0,3609,475.0,20.53,3,Yes,No,37.0,"Python, AI",1536928
Startup_421,2005,USA,E-commerce,Series A,1.0,4617,991.0,16.96,6,No,Yes,92.0,"Python, AI",2742346
Startup_422,2014,France,Energy,Seed,393.0,4668,607.0,11.13,7,Yes,No,29.0,"Node.js, React",1753034
Startup_423,2016,Australia,FoodTech,Seed,345.0,1298,24.0,36.46,9,Yes,No,4.0,"Python, AI",3688530
Startup_424,2007,Japan,AI,Series A,158.0,3294,350.0,14.08,4,No,No,80.0,"Java, Spring",1685555
Startup_425,2020,UK,AI,Series B,354.0,4847,90.0,41.62,1,Yes,No,10.0,"Java, Spring",4921604
Startup_426,2005,France,EdTech,Series B,19.0,3391,628.0,0.8,6,Yes,No,69.0,"Node.js, React",4427469
Startup_427,2022,USA,Tech,Series B,211.0,3551,270.0,16.92,4,No,Yes,77.0,"Python, AI",1925236
Startup_428,2003,China,EdTech,Series B,356.0,4389,405.0,18.87,5,Yes,No,31.0,"Python, AI",1843710
Startup_429,2016,Canada,EdTech,Seed,66.0,3499,688.0,36.39,6,No,Yes,41.0,"Python, AI",4550289
Startup_430,2010,USA,E-commerce,Seed,318.0,2507,465.0,15.86,6,No,Yes,42.0,"Node.js, React",2768735
Startup_431,2020,Japan,AI,Seed,195.0,1333,9.0,0.19,2,Yes,No,7.0,"Python, AI",1873762
Startup_432,2013,China,AI,Series A,445.0,2187,799.0,19.94,5,Yes,No,66.0,"PHP, Laravel",4841465
Startup_433,2022,France,Energy,Seed,327.0,3228,506.0,21.09,5,No,No,55.0,"Java, Spring",1771662
Startup_434,2007,Canada,FoodTech,Series C,165.0,3385,231.0,46.77,9,No,No,79.0,"Python, AI",3192942
Startup_435,2009,Germany,Tech,Series A,177.0,2721,62.0,3.29,1,Yes,Yes,18.0,"Java, Spring",4375108
Startup_436,2002,USA,Logistics,Seed,3.0,146,476.0,1.44,1,Yes,Yes,7.0,"Python, AI",534070
Startup_437,2021,Brazil,AI,Series B,128.0,3364,859.0,15.49,6,No,Yes,41.0,"Node.js, React",3846927
Startup_438,2001,Brazil,Gaming,Series B,333.0,3861,235.0,17.7,6,Yes,Yes,24.0,"Java, Spring",641998
Startup_439,2014,Australia,FoodTech,Series C,419.0,3055,550.0,27.16,7,No,No,42.0,"Python, AI",611473
Startup_440,2001,France,Healthcare,Seed,262.0,3526,278.0,15.98,1,Yes,Yes,87.0,"Java, Spring",3352607
Startup_441,2022,Brazil,FinTech,Seed,126.0,657,608.0,21.88,4,Yes,Yes,79.0,"C++, ML",1584481
Startup_442,2012,France,EdTech,Series C,117.0,2559,636.0,48.02,7,Yes,No,90.0,"C++, ML",2420749
Startup_443,2019,Germany,Gaming,IPO,292.0,4889,630.0,20.79,2,Yes,No,26.0,"C++, ML",3837198
Startup_444,2016,China,Healthcare,IPO,292.0,3483,692.0,29.47,6,Yes,Yes,1.0,"Python, AI",2437098
Startup_445,2021,Australia,AI,Series C,234.0,2655,800.0,1.65,4,No,Yes,68.0,"Node.js, React",990104
Startup_446,2013,Canada,Energy,Series B,249.0,3736,818.0,11.53,1,Yes,No,77.0,"Java, Spring",3317515
Startup_447,2020,France,Gaming,Seed,167.0,4327,217.0,19.25,5,No,No,93.0,"Node.js, React",4726199
Startup_448,2009,UK,FinTech,Seed,353.0,880,674.0,20.32,5,No,No,60.0,"Python, AI",3543346
Startup_449,2004,Australia,Logistics,Series B,210.0,3083,305.0,18.67,2,Yes,No,98.0,"Python, AI",3067837
Startup_450,2006,France,FinTech,Series C,238.0,2978,358.0,20.16,8,Yes,Yes,52.0,"PHP, Laravel",4418745
Startup_451,2000,Japan,Tech,Series A,1.0,4068,986.0,38.56,1,Yes,No,36.0,"PHP, Laravel",72315
Startup_452,2012,UK,EdTech,Seed,397.0,2577,27.0,16.69,3,No,Yes,45.0,"Node.js, React",4782855
Startup_453,2013,Canada,E-commerce,Series A,479.0,4377,518.0,9.29,8,No,No,93.0,"Java, Spring",514542
Startup_454,2010,USA,FoodTech,Series B,448.0,3625,420.0,6.95,9,No,No,3.0,"C++, ML",363304
Startup_455,2009,India,FinTech,Series A,106.0,1828,400.0,6.27,1,No,No,66.0,"Python, AI",4161045
Startup_456,2011,Canada,FinTech,Series B,201.0,2292,80.0,20.6,4,No,Yes,51.0,"Java, Spring",3832682
Startup_457,2022,Japan,Energy,IPO,380.0,3310,619.0,24.36,8,Yes,No,11.0,"C++, ML",133112
Startup_458,2002,France,AI,Seed,486.0,3653,832.0,49.23,9,No,No,51.0,"Python, AI",63251
Startup_459,2016,France,Gaming,Seed,39.0,2006,938.0,39.67,4,Yes,Yes,42.0,"Java, Spring",1619805
Startup_460,2003,Brazil,AI,Series A,471.0,252,808.0,19.68,2,No,Yes,38.0,"Node.js, React",3162967
Startup_461,2000,Germany,Healthcare,Series C,402.0,852,836.0,31.94,1,Yes,Yes,12.0,"Python, AI",352836
Startup_462,2006,USA,AI,Series A,272.0,3941,358.0,10.67,9,Yes,No,17.0,"C++, ML",4944894
Startup_463,2003,Australia,AI,Seed,13.0,2012,921.0,25.22,3,Yes,No,87.0,"Node.js, React",1256964
